"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","점포구분명"
"3110000","2011311013107500004","20110920","","03","폐업","3","폐업처리","20121004","","","","0222753651","685.45","122870","서울특별시 은평구 불광1동 554번지 1호","서울특별시 은평구 불광로 60 (불광동)","","(주)이마트 에브리데이 불광동점","2012-10-05 15:52:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","193936.125681025    ","456673.805557751    ","준대규모점포"
"3110000","2012311013107500003","20110916","","03","폐업","3","폐업처리","20170630","","","","02-388-5601","434.1","122959","서울특별시 은평구 갈현2동 456번지 27호","서울특별시 은평구 연서로 215 (갈현동)","122959","롯데쇼핑(주)롯데슈퍼갈현점","2017-07-31 09:17:13","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","192809.366974137    ","457275.285596868    ","준대규모점포"
"3110000","2012311013107500004","20110916","","03","폐업","3","폐업처리","20160928","","","","352-5601","255.8","122808","서울특별시 은평구 갈현1동 395번지 6호","서울특별시 은평구 통일로 867 (갈현동)","","롯데쇼핑(주)롯데슈퍼연신내점","2016-09-28 16:27:37","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","192859.341264055    ","457545.793599332    ","준대규모점포"
"3110000","2012311013107500006","20120321","","03","폐업","3","폐업처리","20210121","","","","02  383 8546","330","122895","서울특별시 은평구 역촌동 14번지 7호","서울특별시 은평구 서오릉로 95 (역촌동)","122895","홈플러스(주) 익스프레스 역촌점","2021-01-25 13:31:27","U","2021-01-27 02:40:00.0","그 밖의 대규모점포","192920.728012559    ","456218.215950436    ","준대규모점포"
"3110000","2001311008807500002","19630527","","01","영업/정상","BBBB","","","","","","02 3855071","","","서울특별시 은평구 대조동 14번지 37  호   ","","","대조시장","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3110000","2001311008807500005","19700123","","01","영업/정상","BBBB","","","","","","02 3557450","","","서울특별시 은평구 대조동 14번지 24호   ","","","불광시장(주)","2007-07-14 10:16:27","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3110000","2016311013107500001","20160427","","01","영업/정상","1","정상영업","","","","","02-6975-5901","57505","","서울특별시 은평구 진관동 79번지 15호","서울특별시 은평구 통일로 1050 (진관동, 롯데몰은평점)","03306","롯데몰 은평","2022-05-23 16:29:49","U","2021-12-04 22:05:00.0","쇼핑센터","192655.756373115","459477.20943887",""
"3110000","2011311013107500001","20091105","","01","영업/정상","1","정상영업","","","","","02 359 6466","3003.51","122070","서울특별시 은평구 역촌동 31번지 6호","서울특별시 은평구 진흥로1길 28 (역촌동)","122897","서부종합시장","2022-12-22 14:37:32","U","2021-11-01 22:04:00.0","그 밖의 대규모점포","192773.974598512","455630.884111772",""
"3110000","2010311013107500001","2001-10-31","","01","영업/정상","1","정상영업","","","","","02-380-1054","16105.48","122-010","서울특별시 은평구 응암동 90번지 1호","서울특별시 은평구 은평로 111 (응암동)","","(주)이마트 은평점","2023-07-05 16:40:46","U","2022-12-07 00:07:00.0","대형마트","192882.837727443","455340.54056388",""
"3110000","2009311013107500001","2009-09-28","","01","영업/정상","1","정상영업","","","","","02  69431052","6881.2","122-090","서울특별시 은평구 수색동 75번지","서울특별시 은평구 수색로 217 (수색동)","","(주)이마트 수색점","2023-07-07 15:30:28","U","2022-12-07 00:09:00.0","대형마트","190977.850603548","453037.787995874",""
"3120000","1992312010707500001","19921119","","01","영업/정상","1","정상영업","","","","","02-3145-3154","35471.76","120834","서울특별시 서대문구 창천동 30번지 33호","서울특별시 서대문구 신촌로 83 (창천동)","","현대백화점 신촌점","2017-07-13 15:40:59","I","2018-08-31 23:59:59.0","백화점","194265.067639805    ","450433.691021245    ","대규모점포"
"3120000","2006312009307500001","20060919","","01","영업/정상","1","정상영업","","","","","02-2124-2148","13436.59","","서울특별시 서대문구 신촌동 74번지 12  호","서울특별시 서대문구 신촌역로 30 (신촌동)","","신촌 밀리오레","2008-02-11 14:26:13","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","194798.458435966    ","450837.051726331    ",""
"3120000","2007312010707500001","20070809","","01","영업/정상","1","정상영업","","","","","02-6373-7009","14133.01","120808","서울특별시 서대문구 대현동 145번지","서울특별시 서대문구 이화여대1길 10 (대현동)","","예스에이피엠","2008-09-18 17:17:57","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","195063.820722531    ","450597.874088644    ",""
"3120000","2011312014507500001","19990429","","01","영업/정상","1","정상영업","","","","","8348900","3305","120110","서울특별시 서대문구 연희동 131번지 1호","서울특별시 서대문구 연희맛로 23 (연희동)","","연희슈퍼마켓","2017-10-31 16:46:32","I","2018-08-31 23:59:59.0","시장","193716.339877929    ","451653.563671802    ","대규모점포"
"3120000","2012312018307500002","20120326","","01","영업/정상","1","정상영업","","","","","02-376-4397","1273.2","","","서울특별시 서대문구 응암로 54 (북가좌동)","120813","(주)GS리테일 북가좌점","2016-02-25 15:45:33","I","2018-08-31 23:59:59.0","구분없음","192000.945942229    ","452848.009128439    ","준대규모점포"
"3150000","2006315010007500001","20060210","","02","휴업","2","휴업처리","","","","","0226608000","0","","서울특별시 강서구 등촌동 639번지 11호   ","","","삼성테스코(주)홈플러스강서점","2007-07-14 13:55:24","I","2018-08-31 23:59:59.0","대형마트","187119.948165892    ","450691.593173724    ",""
"3130000","2019313020107500001","20190724","","01","영업/정상","1","정상영업","","","","","02-2006-2678","323.62","","서울특별시 마포구 신수동 93번지 102호 신촌숲아이파크","서울특별시 마포구 광성로 17, 상가동 127호 (신수동, 신촌숲아이파크)","04094","GS THE FRESH 신촌숲아이파크점","2019-11-06 16:54:16","U","2019-11-08 02:40:00.0","구분없음","194158.70131685     ","449853.982367014    ","준대규모점포"
"3120000","2021312019207500002","20210729","","01","영업/정상","1","정상영업","","","","","02-380-5042","483.79","","서울특별시 서대문구 홍은동 11-419","서울특별시 서대문구 홍은중앙로 89(홍은동)","03604","이마트에브리데이 홍은점","2022-08-30 10:22:56","U","2021-12-09 00:01:00.0","구분없음","195280.710219904","455193.014698844",""
"3120000","2021312019207500001","20210716","","01","영업/정상","1","정상영업","","","","","02-373-9993","216.08","","서울특별시 서대문구 남가좌동 390 래미안 루센티아","서울특별시 서대문구 거북골로 100, 지하3층 32,33,34,35호 (남가좌동, 래미안 루센티아)","03689","GS THE FRESH 남가좌디엠씨점","2022-08-30 10:23:24","U","2021-12-09 00:01:00.0","구분없음","192728.938667675","452585.54164581",""
"3120000","2018312018307500004","20180412","","01","영업/정상","1","정상영업","","","","","02-2290-5704","0","","서울특별시 서대문구 홍제동 294번지 46호 유진상가","서울특별시 서대문구 통일로 484, 유진상가 (홍제동)","03628","롯데슈퍼 유진점(X)","2022-08-30 10:27:10","U","2021-12-09 00:01:00.0","구분없음","194850.361025035","454344.432517428",""
"3120000","2013312014507500001","20130616","","01","영업/정상","1","정상영업","","","","20070628","302-8023","232.7","120130","서울특별시 서대문구 북가좌동 279번지 11호","서울특별시 서대문구 응암로 112 (북가좌동)","","홈플러스(주) 익스프레스 북가좌점","2022-08-30 10:21:35","U","2021-12-09 00:01:00.0","구분없음","192301.135452392","453354.065487403",""
"3130000","2021313022507500001","20210422","","01","영업/정상","1","정상영업","","","","","02-707-1372","250.8","","서울특별시 마포구 염리동 14-149","서울특별시 마포구 대흥로24길 24, 마포 프레스티지 자이 아파트 단지 내 상가 A동 115~119호 (염리동)","04124","GS THE FRESH 마포염리점","2021-09-07 09:25:29","U","2021-09-09 02:40:00.0","구분없음","195243.086998177    ","450223.927419359    ","준대규모점포"
"3130000","2012313011807500002","20120417","","01","영업/정상","1","정상영업","","","","","02-337-8541","158.07","","서울특별시 마포구 연남동 573번지 코오롱아파트","서울특별시 마포구 연남로 30 (연남동, 코오롱하늘채아파트)","03989","홈플러스익스프레스 연남점","2021-06-16 11:39:04","U","2021-06-18 02:40:00.0","그 밖의 대규모점포","192899.605749281    ","451360.660991625    ","준대규모점포"
"3130000","2008313011807500001","20080331","","01","영업/정상","1","정상영업","","","","","02)333-3666","6884.25","121200","서울특별시 마포구 동교동 166번지 14호","서울특별시 마포구 양화로 176 (동교동)","","스타피카소 아울렛","2008-04-03 18:10:02","I","2018-08-31 23:59:59.0","전문점","193282.130799848    ","450549.280167182    ",""
"3130000","1977313009907500009","19770715","","01","영업/정상","1","정상영업","","","","","712-0687","1689","","서울특별시 마포구 공덕동 256번지 5호 마포시장","서울특별시 마포구 마포대로6길 16, 마포시장 (공덕동)","04214","마포시장","2020-06-22 09:32:40","U","2020-06-24 02:40:00.0","시장","195804.563731799    ","449216.311329217    ","대규모점포"
"3220000","2001322008307500024","19970630","","01","영업/정상","1","정상영업","","","","","0234662620","","","서울특별시 강남구 역삼동 826번지 14호   ","","","진솔물산","2007-07-14 10:53:01","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","202557.007830645    ","443648.622539856    ",""
"3130000","2012313011807500001","2012-03-22","","01","영업/정상","1","정상영업","","","","","706-7272","1561.5","121-130","서울특별시 마포구 구수동 61번지","서울특별시 마포구 토정로 193 (구수동)","","롯데슈퍼 마포점","2023-03-16 14:56:57","U","2022-12-02 23:08:00.0","그 밖의 대규모점포","193981.312705953","449301.692398118",""
"3130000","2018313020107500001","2018-08-14","","01","영업/정상","1","정상영업","","","","","02-2179-5021","9747.1","","서울특별시 마포구 동교동 190번지 1호","서울특별시 마포구 양화로 188 (동교동)","04051","AK PLAZA 홍대","2023-04-03 14:56:00","U","2022-12-04 00:05:00.0","쇼핑센터","193285.549735897","450808.571641119",""
"3130000","2010313011807500002","20101223","","01","영업/정상","1","정상영업","","","","","2197-1234","5687.96","121852","서울특별시 마포구 신공덕동 173번지","서울특별시 마포구  백범로  212 (신공덕동)","121852","(주)이마트 마포점","2020-04-29 13:50:50","U","2020-05-01 02:40:00.0","대형마트","195808.904523588    ","448910.741283532    ","대규모점포"
"3130000","2009313011807500006","19740605","","01","영업/정상","1","정상영업","","","","","325-9559","0","121865","서울특별시 마포구 연남동 227번지 15호","서울특별시 마포구 성미산로 198 (연남동)","","동진시장","2009-07-30 16:02:08","I","2018-08-31 23:59:59.0","시장","193456.606360958    ","451125.467333415    ",""
"3130000","2009313011807500001","19740414","","01","영업/정상","1","정상영업","","","","","712-0076","750","121803","서울특별시 마포구 공덕동 256번지 10호","서울특별시 마포구 만리재로 19 (공덕동)","","공덕시장","2019-05-07 10:40:20","U","2019-05-09 02:40:00.0","시장","195810.079475465    ","449173.775965909    ","대규모점포"
"3130000","2009313011807500002","19700729","","01","영업/정상","1","정상영업","","","","","334-2425","0","121897","서울특별시 마포구 합정동 375번지 1호","서울특별시 마포구 양화진길 5 (합정동)","","합정시장","2009-07-30 15:52:09","I","2018-08-31 23:59:59.0","시장","192257.393762526    ","449554.484192321    ",""
"3130000","2009313011807500008","19940510","","01","영업/정상","1","정상영업","","","","","320-2511","6592.35","","서울특별시 마포구 노고산동 57번지 1호","서울특별시 마포구  신촌로  94 (노고산동)","","정도진흥기업(주)","2020-09-30 17:15:44","U","2020-10-02 02:40:00.0","그 밖의 대규모점포","194273.598098938    ","450318.724130121    ","대규모점포"
"3130000","2009313011807500009","19740528","","01","영업/정상","1","정상영업","","","","","334-3133","0","121827","서울특별시 마포구 망원2동 480번지 1호","","","성산시장","2009-07-30 16:41:14","I","2018-08-31 23:59:59.0","시장","","",""
"3130000","2009313011807500003","19720622","","01","영업/정상","1","정상영업","","","","","335-4527","0","121839","서울특별시 마포구 서교동 485번지 14호","서울특별시 마포구 동교로12길 21 (서교동)","","영진시장","2009-07-30 15:54:42","I","2018-08-31 23:59:59.0","시장","192214.380853693    ","450136.910982644    ",""
"3130000","2009313011807500004","19720913","","01","영업/정상","1","정상영업","","","","","717-1324","1092.16","121856","서울특별시 마포구 신수동 288번지 1호","서울특별시 마포구 토정로17길 17 (신수동)","","신수시장","2019-07-05 09:38:42","U","2019-07-07 02:40:00.0","시장","194236.734674521    ","449243.162717684    ","대규모점포"
"3130000","2009313011807500010","20091112","","01","영업/정상","1","정상영업","","","","","334-6949","3060.29","121827","서울특별시 마포구 망원2동 517번지","서울특별시 마포구 월드컵로25길 26 (망원동)","","성산프라자(마포영화블렌하임)","2020-04-22 13:40:11","U","2020-04-24 02:40:00.0","그 밖의 대규모점포","191651.529315787    ","450694.803472189    ","대규모점포"
"3130000","2011313011807500002","20110729","","01","영업/정상","1","정상영업","","","","","02-517-7885","22471.9","121818","서울특별시 마포구 동교동 166번지 15호","서울특별시 마포구 양화로 176 (동교동)","","YZ Park 홍대점","2020-03-30 14:19:59","U","2020-04-01 02:40:00.0","전문점","193296.791432042    ","450562.931242819    ","대규모점포"
"3130000","2011313011807500003","20111212","","01","영업/정상","1","정상영업","","","","","02-3272-8544","377.72","","서울특별시 마포구 도화동 353번지","서울특별시 마포구 도화4길 73 (도화동, 현대홈타운)","04180","홈플러스익스프레스 도화점","2021-09-24 11:23:54","U","2021-09-26 02:40:00.0","그 밖의 대규모점포","195669.217619713    ","448393.658663222    ","준대규모점포"
"3130000","2009313011807500005","19720719","","01","영업/정상","1","정상영업","","","","","3141-2502","0","121838","서울특별시 마포구 서교동 357번지 1호","서울특별시 마포구 홍익로3길 20 (서교동)","","서교시장","2009-07-30 16:41:40","I","2018-08-31 23:59:59.0","시장","193009.20810189     ","450142.186927747    ",""
"3130000","2003313009907500001","2003-05-21","","01","영업/정상","1","정상영업","","","","","02-312-2080","17687.3","","서울특별시 마포구 성산동 515호 월드컵경기장내","서울특별시 마포구 월드컵로 240 (성산동,월드컵경기장내)","","홈플러스(주)월드컵점","2024-03-05 10:20:33","U","2023-12-03 00:07:00.0","대형마트","","",""
"3130000","2007313011807500001","20070507","","01","영업/정상","1","정상영업","","","","20070507","3141-5262","3992","121190","서울특별시 마포구 창전동 442번지","서울특별시 마포구 창전로 45 (창전동)","","마포종합시장(서강한화오벨리스크)","2020-04-22 13:38:55","U","2020-04-24 02:40:00.0","그 밖의 대규모점포","193905.437192262    ","449372.496499689    ","대규모점포"
"3130000","2005313009907500001","20050224","","02","휴업","2","휴업처리","","","","","02 3005062","12337.24","","서울특별시 마포구 성산동 533번지 1호   ","서울특별시 마포구 월드컵로 235 (성산동)","","마포농수산물시장","2007-06-30 10:17:05","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","190931.000875925    ","451427.722144609    ",""
"3130000","2009313011807500007","20060516","","03","폐업","3","폐업처리","20151118","","","","702-6640","3185.1","121815","서울특별시 마포구 도화동 559번지","서울특별시 마포구 마포대로 53 (도화동)","","마포트라팰리스 아케이드","2015-11-20 09:37:21","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","195266.07314617     ","448799.641804029    ","대규모점포"
"3130000","2001313007907500001","19760116","","03","폐업","3","폐업처리","20151228","","","","717-7042","1077","","서울특별시 마포구 염리동 36번지 249호","서울특별시 마포구 숭문길 96 (염리동)","","염리시장","2021-09-29 10:56:35","U","2021-10-01 02:40:00.0","시장","195236.100682981    ","449819.816379696    ","대규모점포"
"3130000","2005313009907500003","19710520","","03","폐업","3","폐업처리","20190215","","","","334-5400","0","","서울특별시 마포구 노고산동 49번지 55호","서울특별시 마포구 신촌로 86 (노고산동)","","신촌상가","2019-02-15 11:34:21","U","2019-02-17 02:40:00.0","시장","194158.369649874    ","450273.194140715    ","대규모점포"
"3130000","2010313011807500001","2010-12-23","","01","영업/정상","1","정상영업","","","","","3809414","5687.96","121-802","서울특별시 마포구 공덕동 173번지 대우월드마크마포","서울특별시 마포구 백범로 212 (신공덕동)","121-030","(주)이마트 마포점","2023-07-07 16:07:10","U","2022-12-07 00:09:00.0","대형마트","195808.904523588","448910.741283532",""
"3130000","2011313011807500001","2011-01-06","","01","영업/정상","1","정상영업","","","","","34598000","14201","","서울특별시 마포구 서교동 490번지 1호","서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)","04036","홈플러스 합정점","2024-03-04 18:02:32","U","2023-12-03 00:06:00.0","대형마트","192311.642580307","449855.643910445",""
"3130000","2014313011807500003","20090618","","03","폐업","3","폐업처리","20220119","","","","325-5601","206.9","","","서울특별시 마포구 신촌로 88 (노고산동)","121806","롯데슈퍼 신촌점","2022-01-19 14:59:49","U","2022-01-21 02:40:00.0","구분없음","194219.19139038     ","450346.609802096    ","준대규모점포"
"3130000","2011313011807500004","20111213","","03","폐업","3","폐업처리","20140107","","","","3459","264","121896","서울특별시 마포구 서교동 441번지 6호","서울특별시 마포구 월드컵로 80 (서교동)","","홈플러스익스프레스 망원점","2014-01-08 10:49:36","I","2018-08-31 23:59:59.0","구분없음","192018.039124439    ","450449.030804033    ","준대규모점포"
"3130000","2005313009907500004","20051007","","03","폐업","3","폐업처리","20150416","","","","322 4531","3166.75","","서울특별시 마포구 서교동 487호","서울특별시 마포구 월드컵북로5나길 18 (서교동)","","신교시장","2015-04-16 15:08:27","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","192577.990805265    ","450569.670545853    ","대규모점포"
"3130000","2018313020107500002","20180813","","01","영업/정상","5","영업개시전","","","","","02-2179-5021","9747.1","","서울특별시 마포구 동교동 190번지 1호","서울특별시 마포구 와우산로35길 50-4 (동교동)","04052","홍대복합역사 상업시설","2018-08-17 09:33:16","I","2018-08-31 23:59:59.0","쇼핑센터","193565.900355472    ","450545.668460987    ","대규모점포"
"3140000","2012314011407500005","20120523","","01","영업/정상","1","정상영업","","","","","2692-5600","240.66","","서울특별시 양천구 신정동 1290-4 대우미래사랑5차아파트","서울특별시 양천구 신정로13길 3, 대우미래사랑5차아파트 103~105호 (신정동)","08081","롯데프레시 신정점","2021-02-15 17:53:34","U","2021-02-17 02:40:00.0","그 밖의 대규모점포","186071.979697827    ","445297.986765501    ","준대규모점포"
"3140000","2011314011407500002","20110630","","01","영업/정상","1","정상영업","","","","","2696-8546","213","158073","서울특별시 양천구 신정3동 1183번지 12호","서울특별시 양천구 중앙로 255-1 (신정동)","","홈플러스(주)익스프레스 신정점","2021-06-10 18:13:38","U","2021-06-12 02:40:00.0","구분없음","186934.14769332     ","446336.680481997    ","준대규모점포"
"3140000","2012314011407500007","20120531","","01","영업/정상","1","정상영업","","","","","02-2646-4331","468.92","158754","서울특별시 양천구 목5동 904번지 목동4단지아파트 관리동 105호","서울특별시 양천구 목동서로 130, 관리동 105호 (목동,목동4단지아파트)","","(주)이마트에브리데이 목동점","2021-05-25 10:09:40","U","2021-05-27 02:40:00.0","구분없음","188580.483661607    ","447750.845210817    ","준대규모점포"
"3140000","1981314011407500001","19810923","","01","영업/정상","1","정상영업","","","","20070226","02  26432767","3014","","서울특별시 양천구 목동 739번지 1호","서울특별시 양천구 목동중앙본로7길 45 (목동)","","목동시장아울렛","2014-08-18 16:38:35","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","188117.351835882    ","448552.989897945    ","대규모점포"
"3140000","1988314011407500001","19880919","","01","영업/정상","1","정상영업","","","","19880919","02 26931241","2247","","서울특별시 양천구 신월동 928번지 1 호","서울특별시 양천구 지양로 78 (신월동)","","우성상가시장","2011-08-16 16:01:43","I","2018-08-31 23:59:59.0","시장","185221.95790954     ","446727.354964214    ","대규모점포"
"3140000","2002314011407500001","20020809","","01","영업/정상","1","정상영업","","","","20020809","0221632233","38258","","서울특별시 양천구 목동 916호","서울특별시 양천구 목동동로 257 (목동)","","현대백화점목동점","2020-04-24 08:54:36","U","2020-04-26 02:40:00.0","백화점","188884.075622342    ","447186.888604306    ","대규모점포"
"3140000","2008314011407500001","20081016","","01","영업/정상","1","정상영업","","","","","780-9051","3143.65","158077","서울특별시 양천구 신정동 201번지 1호","서울특별시 양천구 목동남로4길 2 (신정동)","","신정동세양청마루2차상가","2008-10-22 15:13:32","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","187954.189632117    ","445124.131588947    ",""
"3140000","2011314011407500005","20110915","","01","영업/정상","1","정상영업","","","","","2006-2637","346","","서울특별시 양천구 신정동 201번지 1호 세양청마루2차 지상1층","서울특별시 양천구 목동남로4길 2 (신정동, 세양청마루2차주상복합)","08104","(주)지에스리테일 신정2점","2017-06-02 09:05:26","I","2018-08-31 23:59:59.0","구분없음","187954.189632117    ","445124.131588947    ","준대규모점포"
"3140000","2011314011407500007","20110915","","01","영업/정상","1","정상영업","","","","","2062-8546","244.9","158053","서울특별시 양천구 목3동 657번지 21호","서울특별시 양천구 등촌로 172 (목동)","","홈플러스(주)익스프레스 목동2점","2021-06-10 18:13:19","U","2021-06-12 02:40:00.0","구분없음","187788.82257199     ","449204.635182585    ","준대규모점포"
"3140000","2008314011407500002","2008-11-03","","01","영업/정상","1","정상영업","","","","","0226442080","19765.04","158-051","서울특별시 양천구 목동 919번지 7호","서울특별시 양천구 목동서로 170 (목동)","","홈플러스(주)목동점","2024-03-05 08:49:10","U","2023-12-03 00:07:00.0","쇼핑센터","188729.190478822","447572.610039376",""
"3140000","2012314011407500002","20120410","","01","영업/정상","1","정상영업","","","","","2644-8720","161.37","158077","서울특별시 양천구 신정7동 324번지 10호 굿모닝탑  103~108호","서울특별시 양천구 목동동로 53, 103~108호 (신정동,굿모닝탑)","","홈플러스(주)익스프레스 신정3점","2021-06-10 18:13:55","U","2021-06-12 02:40:00.0","구분없음","187619.993071747    ","445879.054862903    ","준대규모점포"
"3140000","2009314011407500002","19760616","","01","영업/정상","1","정상영업","","","","","26545959","3636.42","158053","서울특별시 양천구 목3동 960번지","서울특별시 양천구 목동중앙북로 7 (목동)","","신한이모르젠상가","2014-09-30 10:06:50","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","187955.121454906    ","449649.016215774    ","대규모점포"
"3140000","2012314011407500006","2012-05-31","","01","영업/정상","1","정상영업","","","","","02-6716-1234","1943.87","158-822","서울특별시 양천구 신월5동 26번지","서울특별시 양천구 화곡로 59 (신월동)","","(주)이마트 신월점","2023-07-11 09:44:05","U","2022-12-06 23:03:00.0","백화점","184796.999053109","448625.389554748",""
"3140000","2004314010207599100","2004-06-04","","01","영업/정상","1","정상영업","","","","","0266789236","24319","","서울특별시 양천구 목동 917번지 6호","서울특별시 양천구 목동동로 309 (목동)","","행복한백화점","2023-05-04 10:21:49","U","2022-12-05 00:07:00.0","백화점","188977.171050288","447466.355031447",""
"3140000","2009314011407500003","20070129","","01","영업/정상","1","정상영업","","","","20070129","02-2649-2059","0","158808","서울특별시 양천구 목2동 513번지 ,514,514,526,527,528,530번지일대","서울특별시 양천구 공항대로 610 (목동,,514,514,526,527,528,530번지일대)","","목2동시장상인회","2010-09-14 10:49:09","I","2018-08-31 23:59:59.0","시장","188635.230900983    ","449396.806374349    ",""
"3140000","2009314011407500004","20050504","","01","영업/정상","1","정상영업","","","","20050504","02-2647-9191","0","158814","서울특별시 양천구 목4동 727번지 ,736,726,738,725,739,724,723일대","","","목4동시장상인회","2014-08-05 10:06:43","I","2018-08-31 23:59:59.0","시장","","",""
"3140000","2009314011407500005","20050504","","01","영업/정상","1","정상영업","","","","20050504","02-2606-5988","0","158834","서울특별시 양천구 신월2동 446번지 ,447,484,463, 신월4동427,428번지일대","","","경창시장상인회","2009-11-16 14:51:20","I","2018-08-31 23:59:59.0","시장","","",""
"3140000","2009314011407500006","20060906","","01","영업/정상","1","정상영업","","","","20060906","02-2644-3238","0","158811","서울특별시 양천구 목3동 602번지 ,610~618번지일대","","","목3동시장상인회","2009-11-16 14:59:33","I","2018-08-31 23:59:59.0","시장","","",""
"3140000","2009314011407500007","20060607","","01","영업/정상","1","정상영업","","","","20060607","02-2604-3319","0","158827","서울특별시 양천구 신월1동 105번지 ,106,113,114,115,118,119일대","","","신영시장상인회","2009-11-16 15:03:21","I","2018-08-31 23:59:59.0","시장","","",""
"3150000","2003315010007500030","20030123","","02","휴업","2","휴업처리","","","","","0221661052","","","서울특별시 강서구 과해동 272호   ","","","신세계이마트(공항점)","2007-07-14 13:55:24","I","2018-08-31 23:59:59.0","대형마트","","",""
"3140000","2020314016707500001","20200526","","01","영업/정상","1","정상영업","","","","","02-2643-3209","2734.89","","서울특별시 양천구 목동 966번지 목동에버하임","서울특별시 양천구 목동중앙북로 68 (목동, 목동에버하임)","07948","목동에버하임","2020-06-17 13:01:15","U","2020-06-19 02:40:00.0","그 밖의 대규모점포","","","대규모점포"
"3140000","2021314016707500001","20210826","","01","영업/정상","1","정상영업","","","","","02-2039-0818","396.88","","서울특별시 양천구 신정동 995-2","서울특별시 양천구 목동로 183(신정동)","08022","(주)이마트에브리데이 목동역점","2021-08-30 20:10:43","U","2021-09-01 02:40:00.0","구분없음","187929.395106977    ","446964.609090888    ","준대규모점포"
"3140000","2006314010207500001","20060328","","02","휴업","2","휴업처리","","","","","02  26424071","0","","서울특별시 양천구 목동 960호   ","서울특별시 양천구 목동중앙북로 7 (목동)","","신한이모르젠상가","2007-07-21 10:47:58","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","187955.121454906    ","449649.016215774    ",""
"3140000","2015314016707500001","20150422","","03","폐업","3","폐업처리","20180131","","","","02-727-1405","3666.81","","","서울특별시 양천구 오목로 354, 지하1층 (목동, 목동센트럴푸르지오)","08007","(주)이마트SSG목동점","2018-02-12 17:17:48","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","189062              ","446850              ","대규모점포"
"3140000","2012314011407500004","20120523","","03","폐업","3","폐업처리","20131014","","","","0226515602","674","158861","서울특별시 양천구 신정1동 1022번지 9호","서울특별시 양천구 중앙로32길 55 (신정동)","","롯데쇼핑(주)롯데슈퍼 신목동점","2013-10-14 17:29:47","I","2018-08-31 23:59:59.0","","187523.574256064    ","446408.633352149    ","준대규모점포"
"3140000","2011314011407500003","20110915","","03","폐업","3","폐업처리","20200930","","","","0222905853","123","158074","서울특별시 양천구 신정4동 899번지 7호","서울특별시 양천구 목동로 223 (신정동)","","롯데쇼핑(주)롯데슈퍼목동점","2022-01-28 16:29:26","U","2022-01-30 02:40:00.0","구분없음","187889.318611598    ","447351.606624409    ","준대규모점포"
"3140000","2011314011407500004","20110915","","03","폐업","3","폐업처리","20141130","","","","0222905853","199.3","158074","서울특별시 양천구 신정4동 991번지 5호","서울특별시 양천구 오목로 224 (신정동)","","롯데쇼핑(주)롯데슈퍼신정점","2014-12-17 14:56:00","I","2018-08-31 23:59:59.0","구분없음","187769.95711697     ","447053.907321165    ","준대규모점포"
"3140000","2006314011407500001","20061101","","03","폐업","3","폐업처리","20081031","","","","02 30161500","0","","서울특별시 양천구 목동 919번지 7호","서울특별시 양천구 목동서로 170 (목동)","","(주)이랜드리테일","2014-02-18 14:29:22","I","2018-08-31 23:59:59.0","쇼핑센터","188729.190478822    ","447572.610039376    ","대규모점포"
"3140000","2009314011407500001","20090323","","03","폐업","3","폐업처리","20110519","","","","380-9426","14074.76","158051","서울특별시 양천구 목1동 926번지 9261호 목동트라팰리스 내(지하1,2층)","","","신세계 이마트 목동점","2014-02-18 11:01:29","I","2018-08-31 23:59:59.0","대형마트","","","대규모점포"
"3140000","2010314011407500001","20100405","","03","폐업","3","폐업처리","20110519","","","","6923-1053","14074.76","158051","서울특별시 양천구 목1동 962번지 1호  목동트라팰리스 내","서울특별시 양천구 오목로 299 (목동,목동트라팰리스 내)","","(주)신세계이마트 목동점","2014-02-18 14:39:56","I","2018-08-31 23:59:59.0","대형마트","188551.299139509    ","447076.288051741    ","대규모점포"
